FID_;Entity;Layer;Color;Linetype;Elevation;LineWt;RefName;Layout;LONGITUDE;LATITUDE
0;Insert;0;7;Continuous;0.00000000000;25;MB;Off;107.31;-596.934
0;Insert;0;7;Continuous;0.00000000000;25;MB;Off;107.322;-59.709
0;Insert;0;7;Continuous;0.00000000000;25;MB;Off;107.314;-59.935
0;Insert;0;7;Continuous;0.00000000000;25;MB;Off;107.307;-598.538
0;Insert;0;7;Continuous;0.00000000000;25;LOKASI;Off;106.883;-611.616
0;Insert;0;7;Continuous;0.00000000000;25;LOKASI;Off;106.952;-610.874
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM;Off;10.716;-583.459
0;Insert;0;7;Continuous;0.00000000000;25;PIPE PEDESTRIAN BRIDGE;Off;108.101;-600.842
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.195;-59.579
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.194;-5.968
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.177;-595.419
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.195;-59.455
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;10.72;-5.952
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.216;-594.406
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.198;-5.932
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.21;-5.928
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.224;-592.394
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.237;-592.177
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.247;-5.925
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM;Off;107.222;-593.72
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.255;-59.376
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.261;-5.945
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;10.728;-594.405
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.277;-59.389
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.251;-590.978
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.263;-59.022
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.324;-59.416
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.428;-58.458
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.465;-585.164
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.438;-588.887
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.441;-586.9
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;10.748;-60.414
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.797;-61.315
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;10.79;-60.543
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;107.903;-607.666
0;Insert;0;7;Continuous;0.00000000000;25;PLATFORM NUI;Off;108.094;-600.41
0;Insert;0;7;Continuous;0.00000000000;25;EXPLORATION WELLS;Off;106.571;-5.244
0;Insert;0;7;Continuous;0.00000000000;25;EXPLORATION WELLS;Off;10.659;-52.721
0;Insert;0;7;Continuous;0.00000000000;25;EXPLORATION WELLS;Off;107.426;-589.288
0;Insert;0;7;Continuous;0.00000000000;25;EXPLORATION WELLS;Off;107.528;-60.111
0;Insert;0;7;Continuous;0.00000000000;25;EXPLORATION WELLS;Off;107.569;-6.084
0;Insert;0;7;Continuous;0.00000000000;25;EXPLORATION WELLS;Off;107.516;-60.939
0;Insert;0;7;Continuous;0.00000000000;25;EXPLORATION WELLS;Off;107.56;-615.964
